Id,SampleInt,SampleDecimal,SampleString,SampleBool
7937,7936,7.936,7936,1
7938,7937,7.937,7937,0
7939,7938,7.938,7938,1
7940,7939,7.939,7939,0
7941,7940,7.940,7940,1
7942,7941,7.941,7941,0
7943,7942,7.942,7942,1
7944,7943,7.943,7943,0
7945,7944,7.944,7944,1
7946,7945,7.945,7945,0
7947,7946,7.946,7946,1
7948,7947,7.947,7947,0
7949,7948,7.948,7948,1
7950,7949,7.949,7949,0
7951,7950,7.950,7950,1
7952,7951,7.951,7951,0
7953,7952,7.952,7952,1
7954,7953,7.953,7953,0
7955,7954,7.954,7954,1
7956,7955,7.955,7955,0
7957,7956,7.956,7956,1
7958,7957,7.957,7957,0
7959,7958,7.958,7958,1
7960,7959,7.959,7959,0
7961,7960,7.960,7960,1
7962,7961,7.961,7961,0
7963,7962,7.962,7962,1
7964,7963,7.963,7963,0
7965,7964,7.964,7964,1
7966,7965,7.965,7965,0
7967,7966,7.966,7966,1
7968,7967,7.967,7967,0
7969,7968,7.968,7968,1
7970,7969,7.969,7969,0
7971,7970,7.970,7970,1
7972,7971,7.971,7971,0
7973,7972,7.972,7972,1
7974,7973,7.973,7973,0
7975,7974,7.974,7974,1
7976,7975,7.975,7975,0
7977,7976,7.976,7976,1
7978,7977,7.977,7977,0
7979,7978,7.978,7978,1
7980,7979,7.979,7979,0
7981,7980,7.980,7980,1
7982,7981,7.981,7981,0
7983,7982,7.982,7982,1
7984,7983,7.983,7983,0
7985,7984,7.984,7984,1
7986,7985,7.985,7985,0
7987,7986,7.986,7986,1
7988,7987,7.987,7987,0
7989,7988,7.988,7988,1
7990,7989,7.989,7989,0
7991,7990,7.990,7990,1
7992,7991,7.991,7991,0
7993,7992,7.992,7992,1
7994,7993,7.993,7993,0
7995,7994,7.994,7994,1
7996,7995,7.995,7995,0
7997,7996,7.996,7996,1
7998,7997,7.997,7997,0
7999,7998,7.998,7998,1
8000,7999,7.999,7999,0
8001,8000,8.000,8000,1
8002,8001,8.001,8001,0
8003,8002,8.002,8002,1
8004,8003,8.003,8003,0
8005,8004,8.004,8004,1
8006,8005,8.005,8005,0
8007,8006,8.006,8006,1
8008,8007,8.007,8007,0
8009,8008,8.008,8008,1
8010,8009,8.009,8009,0
8011,8010,8.010,8010,1
8012,8011,8.011,8011,0
8013,8012,8.012,8012,1
8014,8013,8.013,8013,0
8015,8014,8.014,8014,1
8016,8015,8.015,8015,0
8017,8016,8.016,8016,1
8018,8017,8.017,8017,0
8019,8018,8.018,8018,1
8020,8019,8.019,8019,0
8021,8020,8.020,8020,1
8022,8021,8.021,8021,0
8023,8022,8.022,8022,1
8024,8023,8.023,8023,0
8025,8024,8.024,8024,1
8026,8025,8.025,8025,0
8027,8026,8.026,8026,1
8028,8027,8.027,8027,0
8029,8028,8.028,8028,1
8030,8029,8.029,8029,0
8031,8030,8.030,8030,1
8032,8031,8.031,8031,0
8033,8032,8.032,8032,1
8034,8033,8.033,8033,0
8035,8034,8.034,8034,1
8036,8035,8.035,8035,0
8037,8036,8.036,8036,1
8038,8037,8.037,8037,0
8039,8038,8.038,8038,1
8040,8039,8.039,8039,0
8041,8040,8.040,8040,1
8042,8041,8.041,8041,0
8043,8042,8.042,8042,1
8044,8043,8.043,8043,0
8045,8044,8.044,8044,1
8046,8045,8.045,8045,0
8047,8046,8.046,8046,1
8048,8047,8.047,8047,0
8049,8048,8.048,8048,1
8050,8049,8.049,8049,0
8051,8050,8.050,8050,1
8052,8051,8.051,8051,0
8053,8052,8.052,8052,1
8054,8053,8.053,8053,0
8055,8054,8.054,8054,1
8056,8055,8.055,8055,0
8057,8056,8.056,8056,1
8058,8057,8.057,8057,0
8059,8058,8.058,8058,1
8060,8059,8.059,8059,0
8061,8060,8.060,8060,1
8062,8061,8.061,8061,0
8063,8062,8.062,8062,1
8064,8063,8.063,8063,0
8065,8064,8.064,8064,1
8066,8065,8.065,8065,0
8067,8066,8.066,8066,1
8068,8067,8.067,8067,0
8069,8068,8.068,8068,1
8070,8069,8.069,8069,0
8071,8070,8.070,8070,1
8072,8071,8.071,8071,0
8073,8072,8.072,8072,1
8074,8073,8.073,8073,0
8075,8074,8.074,8074,1
8076,8075,8.075,8075,0
8077,8076,8.076,8076,1
8078,8077,8.077,8077,0
8079,8078,8.078,8078,1
8080,8079,8.079,8079,0
8081,8080,8.080,8080,1
8082,8081,8.081,8081,0
8083,8082,8.082,8082,1
8084,8083,8.083,8083,0
8085,8084,8.084,8084,1
8086,8085,8.085,8085,0
8087,8086,8.086,8086,1
8088,8087,8.087,8087,0
8089,8088,8.088,8088,1
8090,8089,8.089,8089,0
8091,8090,8.090,8090,1
8092,8091,8.091,8091,0
8093,8092,8.092,8092,1
8094,8093,8.093,8093,0
8095,8094,8.094,8094,1
8096,8095,8.095,8095,0
8097,8096,8.096,8096,1
8098,8097,8.097,8097,0
8099,8098,8.098,8098,1
8100,8099,8.099,8099,0
8101,8100,8.100,8100,1
8102,8101,8.101,8101,0
8103,8102,8.102,8102,1
8104,8103,8.103,8103,0
8105,8104,8.104,8104,1
8106,8105,8.105,8105,0
8107,8106,8.106,8106,1
8108,8107,8.107,8107,0
8109,8108,8.108,8108,1
8110,8109,8.109,8109,0
8111,8110,8.110,8110,1
8112,8111,8.111,8111,0
8113,8112,8.112,8112,1
8114,8113,8.113,8113,0
8115,8114,8.114,8114,1
8116,8115,8.115,8115,0
8117,8116,8.116,8116,1
8118,8117,8.117,8117,0
8119,8118,8.118,8118,1
8120,8119,8.119,8119,0
8121,8120,8.120,8120,1
8122,8121,8.121,8121,0
8123,8122,8.122,8122,1
8124,8123,8.123,8123,0
8125,8124,8.124,8124,1
8126,8125,8.125,8125,0
8127,8126,8.126,8126,1
8128,8127,8.127,8127,0
8129,8128,8.128,8128,1
8130,8129,8.129,8129,0
8131,8130,8.130,8130,1
8132,8131,8.131,8131,0
8133,8132,8.132,8132,1
8134,8133,8.133,8133,0
8135,8134,8.134,8134,1
8136,8135,8.135,8135,0
8137,8136,8.136,8136,1
8138,8137,8.137,8137,0
8139,8138,8.138,8138,1
8140,8139,8.139,8139,0
8141,8140,8.140,8140,1
8142,8141,8.141,8141,0
8143,8142,8.142,8142,1
8144,8143,8.143,8143,0
8145,8144,8.144,8144,1
8146,8145,8.145,8145,0
8147,8146,8.146,8146,1
8148,8147,8.147,8147,0
8149,8148,8.148,8148,1
8150,8149,8.149,8149,0
8151,8150,8.150,8150,1
8152,8151,8.151,8151,0
8153,8152,8.152,8152,1
8154,8153,8.153,8153,0
8155,8154,8.154,8154,1
8156,8155,8.155,8155,0
8157,8156,8.156,8156,1
8158,8157,8.157,8157,0
8159,8158,8.158,8158,1
8160,8159,8.159,8159,0
8161,8160,8.160,8160,1
8162,8161,8.161,8161,0
8163,8162,8.162,8162,1
8164,8163,8.163,8163,0
8165,8164,8.164,8164,1
8166,8165,8.165,8165,0
8167,8166,8.166,8166,1
8168,8167,8.167,8167,0
8169,8168,8.168,8168,1
8170,8169,8.169,8169,0
8171,8170,8.170,8170,1
8172,8171,8.171,8171,0
8173,8172,8.172,8172,1
8174,8173,8.173,8173,0
8175,8174,8.174,8174,1
8176,8175,8.175,8175,0
8177,8176,8.176,8176,1
8178,8177,8.177,8177,0
8179,8178,8.178,8178,1
8180,8179,8.179,8179,0
8181,8180,8.180,8180,1
8182,8181,8.181,8181,0
8183,8182,8.182,8182,1
8184,8183,8.183,8183,0
8185,8184,8.184,8184,1
8186,8185,8.185,8185,0
8187,8186,8.186,8186,1
8188,8187,8.187,8187,0
8189,8188,8.188,8188,1
8190,8189,8.189,8189,0
8191,8190,8.190,8190,1
8192,8191,8.191,8191,0
8193,8192,8.192,8192,1
8194,8193,8.193,8193,0
8195,8194,8.194,8194,1
8196,8195,8.195,8195,0
8197,8196,8.196,8196,1
8198,8197,8.197,8197,0
8199,8198,8.198,8198,1
8200,8199,8.199,8199,0
8201,8200,8.200,8200,1
8202,8201,8.201,8201,0
8203,8202,8.202,8202,1
8204,8203,8.203,8203,0
8205,8204,8.204,8204,1
8206,8205,8.205,8205,0
8207,8206,8.206,8206,1
8208,8207,8.207,8207,0
8209,8208,8.208,8208,1
8210,8209,8.209,8209,0
8211,8210,8.210,8210,1
8212,8211,8.211,8211,0
8213,8212,8.212,8212,1
8214,8213,8.213,8213,0
8215,8214,8.214,8214,1
8216,8215,8.215,8215,0
8217,8216,8.216,8216,1
8218,8217,8.217,8217,0
8219,8218,8.218,8218,1
8220,8219,8.219,8219,0
8221,8220,8.220,8220,1
8222,8221,8.221,8221,0
8223,8222,8.222,8222,1
8224,8223,8.223,8223,0
8225,8224,8.224,8224,1
8226,8225,8.225,8225,0
8227,8226,8.226,8226,1
8228,8227,8.227,8227,0
8229,8228,8.228,8228,1
8230,8229,8.229,8229,0
8231,8230,8.230,8230,1
8232,8231,8.231,8231,0
8233,8232,8.232,8232,1
8234,8233,8.233,8233,0
8235,8234,8.234,8234,1
8236,8235,8.235,8235,0
8237,8236,8.236,8236,1
8238,8237,8.237,8237,0
8239,8238,8.238,8238,1
8240,8239,8.239,8239,0
8241,8240,8.240,8240,1
8242,8241,8.241,8241,0
8243,8242,8.242,8242,1
8244,8243,8.243,8243,0
8245,8244,8.244,8244,1
8246,8245,8.245,8245,0
8247,8246,8.246,8246,1
8248,8247,8.247,8247,0
8249,8248,8.248,8248,1
8250,8249,8.249,8249,0
8251,8250,8.250,8250,1
8252,8251,8.251,8251,0
8253,8252,8.252,8252,1
8254,8253,8.253,8253,0
8255,8254,8.254,8254,1
8256,8255,8.255,8255,0
8257,8256,8.256,8256,1
8258,8257,8.257,8257,0
8259,8258,8.258,8258,1
8260,8259,8.259,8259,0
8261,8260,8.260,8260,1
8262,8261,8.261,8261,0
8263,8262,8.262,8262,1
8264,8263,8.263,8263,0
8265,8264,8.264,8264,1
8266,8265,8.265,8265,0
8267,8266,8.266,8266,1
8268,8267,8.267,8267,0
8269,8268,8.268,8268,1
8270,8269,8.269,8269,0
8271,8270,8.270,8270,1
8272,8271,8.271,8271,0
8273,8272,8.272,8272,1
8274,8273,8.273,8273,0
8275,8274,8.274,8274,1
8276,8275,8.275,8275,0
8277,8276,8.276,8276,1
8278,8277,8.277,8277,0
8279,8278,8.278,8278,1
8280,8279,8.279,8279,0
8281,8280,8.280,8280,1
8282,8281,8.281,8281,0
8283,8282,8.282,8282,1
8284,8283,8.283,8283,0
8285,8284,8.284,8284,1
8286,8285,8.285,8285,0
8287,8286,8.286,8286,1
8288,8287,8.287,8287,0
8289,8288,8.288,8288,1
8290,8289,8.289,8289,0
8291,8290,8.290,8290,1
8292,8291,8.291,8291,0
8293,8292,8.292,8292,1
8294,8293,8.293,8293,0
8295,8294,8.294,8294,1
8296,8295,8.295,8295,0
8297,8296,8.296,8296,1
8298,8297,8.297,8297,0
8299,8298,8.298,8298,1
8300,8299,8.299,8299,0
8301,8300,8.300,8300,1
8302,8301,8.301,8301,0
8303,8302,8.302,8302,1
8304,8303,8.303,8303,0
8305,8304,8.304,8304,1
8306,8305,8.305,8305,0
8307,8306,8.306,8306,1
8308,8307,8.307,8307,0
8309,8308,8.308,8308,1
8310,8309,8.309,8309,0
8311,8310,8.310,8310,1
8312,8311,8.311,8311,0
8313,8312,8.312,8312,1
8314,8313,8.313,8313,0
8315,8314,8.314,8314,1
8316,8315,8.315,8315,0
8317,8316,8.316,8316,1
8318,8317,8.317,8317,0
8319,8318,8.318,8318,1
8320,8319,8.319,8319,0
8321,8320,8.320,8320,1
8322,8321,8.321,8321,0
8323,8322,8.322,8322,1
8324,8323,8.323,8323,0
8325,8324,8.324,8324,1
8326,8325,8.325,8325,0
8327,8326,8.326,8326,1
8328,8327,8.327,8327,0
8329,8328,8.328,8328,1
8330,8329,8.329,8329,0
8331,8330,8.330,8330,1
8332,8331,8.331,8331,0
8333,8332,8.332,8332,1
8334,8333,8.333,8333,0
8335,8334,8.334,8334,1
8336,8335,8.335,8335,0
8337,8336,8.336,8336,1
8338,8337,8.337,8337,0
8339,8338,8.338,8338,1
8340,8339,8.339,8339,0
8341,8340,8.340,8340,1
8342,8341,8.341,8341,0
8343,8342,8.342,8342,1
8344,8343,8.343,8343,0
8345,8344,8.344,8344,1
8346,8345,8.345,8345,0
8347,8346,8.346,8346,1
8348,8347,8.347,8347,0
8349,8348,8.348,8348,1
8350,8349,8.349,8349,0
8351,8350,8.350,8350,1
8352,8351,8.351,8351,0
8353,8352,8.352,8352,1
8354,8353,8.353,8353,0
8355,8354,8.354,8354,1
8356,8355,8.355,8355,0
8357,8356,8.356,8356,1
8358,8357,8.357,8357,0
8359,8358,8.358,8358,1
8360,8359,8.359,8359,0
8361,8360,8.360,8360,1
8362,8361,8.361,8361,0
8363,8362,8.362,8362,1
8364,8363,8.363,8363,0
8365,8364,8.364,8364,1
8366,8365,8.365,8365,0
8367,8366,8.366,8366,1
8368,8367,8.367,8367,0
8369,8368,8.368,8368,1
8370,8369,8.369,8369,0
8371,8370,8.370,8370,1
8372,8371,8.371,8371,0
8373,8372,8.372,8372,1
8374,8373,8.373,8373,0
8375,8374,8.374,8374,1
8376,8375,8.375,8375,0
8377,8376,8.376,8376,1
8378,8377,8.377,8377,0
8379,8378,8.378,8378,1
8380,8379,8.379,8379,0
8381,8380,8.380,8380,1
8382,8381,8.381,8381,0
8383,8382,8.382,8382,1
8384,8383,8.383,8383,0
8385,8384,8.384,8384,1
8386,8385,8.385,8385,0
8387,8386,8.386,8386,1
8388,8387,8.387,8387,0
8389,8388,8.388,8388,1
8390,8389,8.389,8389,0
8391,8390,8.390,8390,1
8392,8391,8.391,8391,0
8393,8392,8.392,8392,1
8394,8393,8.393,8393,0
8395,8394,8.394,8394,1
8396,8395,8.395,8395,0
8397,8396,8.396,8396,1
8398,8397,8.397,8397,0
8399,8398,8.398,8398,1
8400,8399,8.399,8399,0
8401,8400,8.400,8400,1
8402,8401,8.401,8401,0
8403,8402,8.402,8402,1
8404,8403,8.403,8403,0
8405,8404,8.404,8404,1
8406,8405,8.405,8405,0
8407,8406,8.406,8406,1
8408,8407,8.407,8407,0
8409,8408,8.408,8408,1
8410,8409,8.409,8409,0
8411,8410,8.410,8410,1
8412,8411,8.411,8411,0
8413,8412,8.412,8412,1
8414,8413,8.413,8413,0
8415,8414,8.414,8414,1
8416,8415,8.415,8415,0
8417,8416,8.416,8416,1
8418,8417,8.417,8417,0
8419,8418,8.418,8418,1
8420,8419,8.419,8419,0
8421,8420,8.420,8420,1
8422,8421,8.421,8421,0
8423,8422,8.422,8422,1
8424,8423,8.423,8423,0
8425,8424,8.424,8424,1
8426,8425,8.425,8425,0
8427,8426,8.426,8426,1
8428,8427,8.427,8427,0
8429,8428,8.428,8428,1
8430,8429,8.429,8429,0
8431,8430,8.430,8430,1
8432,8431,8.431,8431,0
8433,8432,8.432,8432,1
8434,8433,8.433,8433,0
8435,8434,8.434,8434,1
8436,8435,8.435,8435,0
8437,8436,8.436,8436,1
8438,8437,8.437,8437,0
8439,8438,8.438,8438,1
8440,8439,8.439,8439,0
8441,8440,8.440,8440,1
8442,8441,8.441,8441,0
8443,8442,8.442,8442,1
8444,8443,8.443,8443,0
8445,8444,8.444,8444,1
8446,8445,8.445,8445,0
8447,8446,8.446,8446,1
8448,8447,8.447,8447,0
8449,8448,8.448,8448,1
8450,8449,8.449,8449,0
8451,8450,8.450,8450,1
8452,8451,8.451,8451,0
8453,8452,8.452,8452,1
8454,8453,8.453,8453,0
8455,8454,8.454,8454,1
8456,8455,8.455,8455,0
8457,8456,8.456,8456,1
8458,8457,8.457,8457,0
8459,8458,8.458,8458,1
8460,8459,8.459,8459,0
8461,8460,8.460,8460,1
8462,8461,8.461,8461,0
8463,8462,8.462,8462,1
8464,8463,8.463,8463,0
8465,8464,8.464,8464,1
8466,8465,8.465,8465,0
8467,8466,8.466,8466,1
8468,8467,8.467,8467,0
8469,8468,8.468,8468,1
8470,8469,8.469,8469,0
8471,8470,8.470,8470,1
8472,8471,8.471,8471,0
8473,8472,8.472,8472,1
8474,8473,8.473,8473,0
8475,8474,8.474,8474,1
8476,8475,8.475,8475,0
8477,8476,8.476,8476,1
8478,8477,8.477,8477,0
8479,8478,8.478,8478,1
8480,8479,8.479,8479,0
8481,8480,8.480,8480,1
8482,8481,8.481,8481,0
8483,8482,8.482,8482,1
8484,8483,8.483,8483,0
8485,8484,8.484,8484,1
8486,8485,8.485,8485,0
8487,8486,8.486,8486,1
8488,8487,8.487,8487,0
8489,8488,8.488,8488,1
8490,8489,8.489,8489,0
8491,8490,8.490,8490,1
8492,8491,8.491,8491,0
8493,8492,8.492,8492,1
8494,8493,8.493,8493,0
8495,8494,8.494,8494,1
8496,8495,8.495,8495,0
8497,8496,8.496,8496,1
8498,8497,8.497,8497,0
8499,8498,8.498,8498,1
8500,8499,8.499,8499,0
8501,8500,8.500,8500,1
8502,8501,8.501,8501,0
8503,8502,8.502,8502,1
8504,8503,8.503,8503,0
8505,8504,8.504,8504,1
8506,8505,8.505,8505,0
8507,8506,8.506,8506,1
8508,8507,8.507,8507,0
8509,8508,8.508,8508,1
8510,8509,8.509,8509,0
8511,8510,8.510,8510,1
8512,8511,8.511,8511,0
8513,8512,8.512,8512,1
8514,8513,8.513,8513,0
8515,8514,8.514,8514,1
8516,8515,8.515,8515,0
8517,8516,8.516,8516,1
8518,8517,8.517,8517,0
8519,8518,8.518,8518,1
8520,8519,8.519,8519,0
8521,8520,8.520,8520,1
8522,8521,8.521,8521,0
8523,8522,8.522,8522,1
8524,8523,8.523,8523,0
8525,8524,8.524,8524,1
8526,8525,8.525,8525,0
8527,8526,8.526,8526,1
8528,8527,8.527,8527,0
8529,8528,8.528,8528,1
8530,8529,8.529,8529,0
8531,8530,8.530,8530,1
8532,8531,8.531,8531,0
8533,8532,8.532,8532,1
8534,8533,8.533,8533,0
8535,8534,8.534,8534,1
8536,8535,8.535,8535,0
8537,8536,8.536,8536,1
8538,8537,8.537,8537,0
8539,8538,8.538,8538,1
8540,8539,8.539,8539,0
8541,8540,8.540,8540,1
8542,8541,8.541,8541,0
8543,8542,8.542,8542,1
8544,8543,8.543,8543,0
8545,8544,8.544,8544,1
8546,8545,8.545,8545,0
8547,8546,8.546,8546,1
8548,8547,8.547,8547,0
8549,8548,8.548,8548,1
8550,8549,8.549,8549,0
8551,8550,8.550,8550,1
8552,8551,8.551,8551,0
8553,8552,8.552,8552,1
8554,8553,8.553,8553,0
8555,8554,8.554,8554,1
8556,8555,8.555,8555,0
8557,8556,8.556,8556,1
8558,8557,8.557,8557,0
8559,8558,8.558,8558,1
8560,8559,8.559,8559,0
8561,8560,8.560,8560,1
8562,8561,8.561,8561,0
8563,8562,8.562,8562,1
8564,8563,8.563,8563,0
8565,8564,8.564,8564,1
8566,8565,8.565,8565,0
8567,8566,8.566,8566,1
8568,8567,8.567,8567,0
8569,8568,8.568,8568,1
8570,8569,8.569,8569,0
8571,8570,8.570,8570,1
8572,8571,8.571,8571,0
8573,8572,8.572,8572,1
8574,8573,8.573,8573,0
8575,8574,8.574,8574,1
8576,8575,8.575,8575,0
8577,8576,8.576,8576,1
8578,8577,8.577,8577,0
8579,8578,8.578,8578,1
8580,8579,8.579,8579,0
8581,8580,8.580,8580,1
8582,8581,8.581,8581,0
8583,8582,8.582,8582,1
8584,8583,8.583,8583,0
8585,8584,8.584,8584,1
8586,8585,8.585,8585,0
8587,8586,8.586,8586,1
8588,8587,8.587,8587,0
8589,8588,8.588,8588,1
8590,8589,8.589,8589,0
8591,8590,8.590,8590,1
8592,8591,8.591,8591,0
8593,8592,8.592,8592,1
8594,8593,8.593,8593,0
8595,8594,8.594,8594,1
8596,8595,8.595,8595,0
8597,8596,8.596,8596,1
8598,8597,8.597,8597,0
8599,8598,8.598,8598,1
8600,8599,8.599,8599,0
8601,8600,8.600,8600,1
8602,8601,8.601,8601,0
8603,8602,8.602,8602,1
8604,8603,8.603,8603,0
8605,8604,8.604,8604,1
8606,8605,8.605,8605,0
8607,8606,8.606,8606,1
8608,8607,8.607,8607,0
8609,8608,8.608,8608,1
8610,8609,8.609,8609,0
8611,8610,8.610,8610,1
8612,8611,8.611,8611,0
8613,8612,8.612,8612,1
8614,8613,8.613,8613,0
8615,8614,8.614,8614,1
8616,8615,8.615,8615,0
8617,8616,8.616,8616,1
8618,8617,8.617,8617,0
8619,8618,8.618,8618,1
8620,8619,8.619,8619,0
8621,8620,8.620,8620,1
8622,8621,8.621,8621,0
8623,8622,8.622,8622,1
8624,8623,8.623,8623,0
8625,8624,8.624,8624,1
8626,8625,8.625,8625,0
8627,8626,8.626,8626,1
8628,8627,8.627,8627,0
8629,8628,8.628,8628,1
8630,8629,8.629,8629,0
8631,8630,8.630,8630,1
8632,8631,8.631,8631,0
8633,8632,8.632,8632,1
8634,8633,8.633,8633,0
8635,8634,8.634,8634,1
8636,8635,8.635,8635,0
8637,8636,8.636,8636,1
8638,8637,8.637,8637,0
8639,8638,8.638,8638,1
8640,8639,8.639,8639,0
8641,8640,8.640,8640,1
8642,8641,8.641,8641,0
8643,8642,8.642,8642,1
8644,8643,8.643,8643,0
8645,8644,8.644,8644,1
8646,8645,8.645,8645,0
8647,8646,8.646,8646,1
8648,8647,8.647,8647,0
8649,8648,8.648,8648,1
8650,8649,8.649,8649,0
8651,8650,8.650,8650,1
8652,8651,8.651,8651,0
8653,8652,8.652,8652,1
8654,8653,8.653,8653,0
8655,8654,8.654,8654,1
8656,8655,8.655,8655,0
8657,8656,8.656,8656,1
8658,8657,8.657,8657,0
8659,8658,8.658,8658,1
8660,8659,8.659,8659,0
8661,8660,8.660,8660,1
8662,8661,8.661,8661,0
8663,8662,8.662,8662,1
8664,8663,8.663,8663,0
8665,8664,8.664,8664,1
8666,8665,8.665,8665,0
8667,8666,8.666,8666,1
8668,8667,8.667,8667,0
8669,8668,8.668,8668,1
8670,8669,8.669,8669,0
8671,8670,8.670,8670,1
8672,8671,8.671,8671,0
8673,8672,8.672,8672,1
8674,8673,8.673,8673,0
8675,8674,8.674,8674,1
8676,8675,8.675,8675,0
8677,8676,8.676,8676,1
8678,8677,8.677,8677,0
8679,8678,8.678,8678,1
8680,8679,8.679,8679,0
8681,8680,8.680,8680,1
8682,8681,8.681,8681,0
8683,8682,8.682,8682,1
8684,8683,8.683,8683,0
8685,8684,8.684,8684,1
8686,8685,8.685,8685,0
8687,8686,8.686,8686,1
8688,8687,8.687,8687,0
8689,8688,8.688,8688,1
8690,8689,8.689,8689,0
8691,8690,8.690,8690,1
8692,8691,8.691,8691,0
8693,8692,8.692,8692,1
8694,8693,8.693,8693,0
8695,8694,8.694,8694,1
8696,8695,8.695,8695,0
8697,8696,8.696,8696,1
8698,8697,8.697,8697,0
8699,8698,8.698,8698,1
8700,8699,8.699,8699,0
8701,8700,8.700,8700,1
8702,8701,8.701,8701,0
8703,8702,8.702,8702,1
8704,8703,8.703,8703,0
8705,8704,8.704,8704,1
8706,8705,8.705,8705,0
8707,8706,8.706,8706,1
8708,8707,8.707,8707,0
8709,8708,8.708,8708,1
8710,8709,8.709,8709,0
8711,8710,8.710,8710,1
8712,8711,8.711,8711,0
8713,8712,8.712,8712,1
8714,8713,8.713,8713,0
8715,8714,8.714,8714,1
8716,8715,8.715,8715,0
8717,8716,8.716,8716,1
8718,8717,8.717,8717,0
8719,8718,8.718,8718,1
8720,8719,8.719,8719,0
8721,8720,8.720,8720,1
8722,8721,8.721,8721,0
8723,8722,8.722,8722,1
8724,8723,8.723,8723,0
8725,8724,8.724,8724,1
8726,8725,8.725,8725,0
8727,8726,8.726,8726,1
8728,8727,8.727,8727,0
8729,8728,8.728,8728,1
8730,8729,8.729,8729,0
8731,8730,8.730,8730,1
8732,8731,8.731,8731,0
8733,8732,8.732,8732,1
8734,8733,8.733,8733,0
8735,8734,8.734,8734,1
8736,8735,8.735,8735,0
8737,8736,8.736,8736,1
8738,8737,8.737,8737,0
8739,8738,8.738,8738,1
8740,8739,8.739,8739,0
8741,8740,8.740,8740,1
8742,8741,8.741,8741,0
8743,8742,8.742,8742,1
8744,8743,8.743,8743,0
8745,8744,8.744,8744,1
8746,8745,8.745,8745,0
8747,8746,8.746,8746,1
8748,8747,8.747,8747,0
8749,8748,8.748,8748,1
8750,8749,8.749,8749,0
8751,8750,8.750,8750,1
8752,8751,8.751,8751,0
8753,8752,8.752,8752,1
8754,8753,8.753,8753,0
8755,8754,8.754,8754,1
8756,8755,8.755,8755,0
8757,8756,8.756,8756,1
8758,8757,8.757,8757,0
8759,8758,8.758,8758,1
8760,8759,8.759,8759,0
8761,8760,8.760,8760,1
8762,8761,8.761,8761,0
8763,8762,8.762,8762,1
8764,8763,8.763,8763,0
8765,8764,8.764,8764,1
8766,8765,8.765,8765,0
8767,8766,8.766,8766,1
8768,8767,8.767,8767,0
8769,8768,8.768,8768,1
8770,8769,8.769,8769,0
8771,8770,8.770,8770,1
8772,8771,8.771,8771,0
8773,8772,8.772,8772,1
8774,8773,8.773,8773,0
8775,8774,8.774,8774,1
8776,8775,8.775,8775,0
8777,8776,8.776,8776,1
8778,8777,8.777,8777,0
8779,8778,8.778,8778,1
8780,8779,8.779,8779,0
8781,8780,8.780,8780,1
8782,8781,8.781,8781,0
8783,8782,8.782,8782,1
8784,8783,8.783,8783,0
8785,8784,8.784,8784,1
8786,8785,8.785,8785,0
8787,8786,8.786,8786,1
8788,8787,8.787,8787,0
8789,8788,8.788,8788,1
8790,8789,8.789,8789,0
8791,8790,8.790,8790,1
8792,8791,8.791,8791,0
8793,8792,8.792,8792,1
8794,8793,8.793,8793,0
8795,8794,8.794,8794,1
8796,8795,8.795,8795,0
8797,8796,8.796,8796,1
8798,8797,8.797,8797,0
8799,8798,8.798,8798,1
8800,8799,8.799,8799,0
8801,8800,8.800,8800,1
8802,8801,8.801,8801,0
8803,8802,8.802,8802,1
8804,8803,8.803,8803,0
8805,8804,8.804,8804,1
8806,8805,8.805,8805,0
8807,8806,8.806,8806,1
8808,8807,8.807,8807,0
8809,8808,8.808,8808,1
8810,8809,8.809,8809,0
8811,8810,8.810,8810,1
8812,8811,8.811,8811,0
8813,8812,8.812,8812,1
8814,8813,8.813,8813,0
8815,8814,8.814,8814,1
8816,8815,8.815,8815,0
8817,8816,8.816,8816,1
8818,8817,8.817,8817,0
8819,8818,8.818,8818,1
8820,8819,8.819,8819,0
8821,8820,8.820,8820,1
8822,8821,8.821,8821,0
8823,8822,8.822,8822,1
8824,8823,8.823,8823,0
8825,8824,8.824,8824,1
8826,8825,8.825,8825,0
8827,8826,8.826,8826,1
8828,8827,8.827,8827,0
8829,8828,8.828,8828,1
8830,8829,8.829,8829,0
8831,8830,8.830,8830,1
8832,8831,8.831,8831,0
8833,8832,8.832,8832,1
8834,8833,8.833,8833,0
8835,8834,8.834,8834,1
8836,8835,8.835,8835,0
8837,8836,8.836,8836,1
8838,8837,8.837,8837,0
8839,8838,8.838,8838,1
8840,8839,8.839,8839,0
8841,8840,8.840,8840,1
8842,8841,8.841,8841,0
8843,8842,8.842,8842,1
8844,8843,8.843,8843,0
8845,8844,8.844,8844,1
8846,8845,8.845,8845,0
8847,8846,8.846,8846,1
8848,8847,8.847,8847,0
8849,8848,8.848,8848,1
8850,8849,8.849,8849,0
8851,8850,8.850,8850,1
8852,8851,8.851,8851,0
8853,8852,8.852,8852,1
8854,8853,8.853,8853,0
8855,8854,8.854,8854,1
8856,8855,8.855,8855,0
8857,8856,8.856,8856,1
8858,8857,8.857,8857,0
8859,8858,8.858,8858,1
8860,8859,8.859,8859,0
8861,8860,8.860,8860,1
8862,8861,8.861,8861,0
8863,8862,8.862,8862,1
8864,8863,8.863,8863,0
8865,8864,8.864,8864,1
8866,8865,8.865,8865,0
8867,8866,8.866,8866,1
